DirectorySeqnum;DirectoryName;Parent;TieLine;Address;MailCode;PhoneType;PhoneNumber
388325;ORAL RADIOLOGY;388314;MC* 5-5674;;;OFFICE;212-305-5674
388326;COMMUNITY HEALTH;388315;MC* 8-7179;;;OFFICE;212-304-7179
388373;LABROSA;275203;MS* 4-0235;8LE4 SCHAPCTRENG;4712;OFFICE;212-854-0235
388377;FAX;388376;IC* 1285;;;FAX;212-870-1285
388423;AREA R MANAGEMENT OFFICE;388422;MS* 4-9135;103 WIEN;;OFFICE;212-854-9135
388430;BROADWAY RESIDENCE HALL;388422;;;;;
388431;CARMAN;388422;;;;;
388432;EAST CAMPUS;388422;;;;;
388433;FURNALD;388422;;;;;
388434;HARTLEY;388422;;;;;
388435;HOGAN;388422;;;;;
388436;JOHN JAY;388422;;;;;
388437;MCBAIN;388422;;;;;
388438;RIVER;388422;;;;;
388439;RUGGLES;388422;;;;;
388440;SCHAPIRO;388422;;;;;
388441;WALLACH;388422;;;;;
388442;WATT;388422;;;;;
388443;WIEN;388422;;;;;
388444;WOODBRIDGE;388422;;;;;
388458;EMERGENCIES/AMBULANCE 99;388457;MS* 4-5555;;;OFFICE;212-854-5555
388459;ASST VICE PRESIDENT FOR PUBLIC SAFETY;388457;MS* 4-3815;101 LOW;4301;OFFICE;212-854-3815
388460;DIRECTOR,  MORNINGSIDE  AREA  OPERATIONS;388457;MS* 4-6797;;;OFFICE;212-854-6797
388461;ASSOCIATE DIRECTOR, MEDICAL CENTER;388457;;650 W168ST, RM 109 BLACK;;OFFICE;212-305-8100
388462;CARD READER ACCESS;388457;MS* 4-8500;;;OFFICE;212-854-8500
388463;CRIME PREVENTION SPECIALIST;388457;MS* 4-8513;;;OFFICE;212-854-8513
388464;KEYS ASSIST;388457;MS* 4-2797;;;OFFICE;212/854-2797
388465;LOST AND FOUND;388457;MS* 4-2797;111 LOW;4301;OFFICE;212-854-2797
388466;SENIOR INVESTIGATOR;388457;MS* 4-4793;;;OFFICE;212-854-4793
389039;FAX;275598;HS* 5-0221;;;FAX;212-305-0221
389044;PHONE;275740;MS* 4-3202;;;OFFICE;212-854-3202
389045;PHONE;275755;;;;OFFICE;21-870-2595
389292;FAX;275774;MS* 4-4912;;;FAX;212-854-4912
389293;FAX;330275;MS* 4-1553;;;FAX;212-854-1553
389294;FAX;275788;MS*4-4912;;;FAX;212-854-4912
389726;PHONE;330310;;;;OFFICE;212-854-2905
389727;FAX;330310;;;;FAX;212-854-5123
389728;earth@columbia.edu;330310;;;;;
389731;PHONE;389730;MS* 4-2782;;;OFFICE;212-854-2782
389732;FAX;389730;;;;FAX;212-932-3996
389735;GENERAL INFORMATION;389734;;;;;
389742;DINING FACILITIES;389734;;;;;
389753;CUSTOMER SERVICE CENTER;389752;MS* 4-2775;118 HRTLY;3003;OFFICE;212-854-2775
389755;HOUSING SERVICES;389752;MS* 4-2775;125 WLLCH;3003;OFFICE;212-854-2775
390038;WEATHERHEAD EAST ASIAN INSTITUTE;276148;MS* 4-2592;914 INTAFF;3331;OFFICE;212-854-2592
390408;ADMISSIONS;276239;;;;OFFICE;212-678-8832
390409;ADMISSIONS;276241;;;;OFFICE;212-280-6017
390410;ADMISSIONS;276243;;;;OFFICE;212-678-8022
390411;ADMISSIONS;276250;;;;OFFICE;212-678-8815
390420;GRADUATE ADMISSIONS;274484;MS* 4-2433;344 HVMR;3176;OFFICE;212-854-2433
390421;PHONE;274493;MS* 4-5778;;;OFFICE;212-854-5778
390428;PHONE;390427;MS* 4-1366;;;OFFICE;212-854-1366
390429;PHONE;390426;MS* 4-2833;;;OFFICE;212-854-2833
390431;PHONE;390430;MS* 4-8385;;;OFFICE;212-854-8385
390433;FAX;390432;MS* 4-3515;;;FAX;212-854-3515
390436;Phone;276830;95-8809;;;OFFICE;845-365-8809
390451;GOLF   RICHARD MUELLER;277305;MS* 4-7147;;;OFFICE;212-854-7147
390452;FAX;278294;MS* 4-7131;;;FAX;212-854-7131
390499;Central Mail Room-Campus Distribution;390494;MS* 4-2081;101 SERVBLDG;5701;OFFICE;212-854-2081
390502;Bulk Mailing Center;390494;MS* 4-6594;106 JRNL;3841;OFFICE;212-854-6594
390550;RIVER;390517;MS* 4-2775;628 W114ST;;OFFICE;212-854-2775
390551;600 W113ST;390517;MS* 4-2775;600 W113ST;;OFFICE;212-854-2775
390559;cgns@mindspring.com;277179;;;;;
390560;www.columbiagreenhouse.com;277179;;;;;
390561;FAX;277182;;;;FAX;212-666-3340
390562;tompkinshall@earthlink.net;277182;;;;;
390635;FAX;277533;;;;FAX;212-678-4817
390638;FAX;277353;MS* 4-8121;;;FAX;212-854-8121
390644;OFFICE;390642;MS* 4-2796;111 LOW;4301;OFFICE;212-854-2796
390645;PUBLIC SAFETY;390642;MS* 4-2796;;;OFFICE;212-854-2796
390646;EMERGENCIES/AMBULANCE....99 OR;390642;MS* 4-5555;;;OFFICE;212-854-5555
390647;EMERGENCY/AMBULANCE;390643;MC* 7-7979;;;OFFICE;212-305-7979
390964;AUTO PROGRAM;278645;MS* 4-1063;;;OFFICE;212-854-1063
392401;FAX;392400;MS* 3434;;;FAX;212-854-3434
392404;WWW.CASACOLUMBIA.ORG;277122;;;;;
392999;FAX;390032;MS*4-4548;;;FAX;212-854-4548
393327;FAX;393326;MS*4-3434;;;FAX;212-854-3434
393331;FAX;393330;MS*4-3434;;;FAX;212-854-3434
393333;FAX;393332;MS*4-3434;;;FAX;212-854-3434
393335;FAX;393334;;;;FAX;212-854-3434
393337;FAX;393336;MS*4-3434;;;FAX;212-854-3434
393339;FAX;393338;MS*4-3434;;;FAX;212-854-3434
393343;FAX;393342;MS*4-3434;;;FAX;212-854-3434
393345;FAX;393344;MS*4-3434;;;FAX;212-854-3434
393347;FAX;393346;MS*4-3434;;;FAX;212-854-3434
393349;FAX;393348;MS*4-3434;;;FAX;212-854-3434
393353;FAX;393352;MS*4-3434;;;FAX;212-854-3434
393355;FAX;393354;MS*4-3434;;;FAX;212-854-3434
393357;FAX;393356;MS*4-3434;;;FAX;212-854-3434
393359;FAX;393358;MS*4-3434;;;OFFICE;212-854-3434
393362;FAX;393361;MS*4-3434;505 LERNER;2602;FAX;212-854-3434
393363;FAX;393360;MS*4-3434;;;FAX;212-854-3434
393765;FAX;274685;MS* 4-6972;;;FAX;212-854-6972
412195;PHONE;331126;MS* 4-4909;505 LERNER;;OFFICE;212-854-4909
412494;PHONE;278066;MS* 4-2981;5301 SWMD;4708;OFFICE;212-854-2981
412496;FAX;412495;;;;FAX;212-854-3434
412498;FAX;412497;;;;FAX;212-854-3434
412500;FAX;412499;;;;FAX;212-854-3434
412502;FAX;412501;;;;FAX;212-854-3434
460697;FAX;277737;MS* 1-2205;;;FAX;212-851-2205
460700;FFE;278578;MS* 4-1010;;;OFFICE;212-854-1010
460701;MANAGER, PAYROLL OPERATIONS;278620;MS* 1-2820;;;OFFICE;212-851-2820
460702;FAX, PAYROLL ACCOUNTING;278620;;;;FAX;212-851-2901
460703;PAYROLL DIRECTOR;278620;MS* 1-2919;;;OFFICE;212-851-2919
460704;WAGE GARNISHMENTS-ADP HOTLINE;278620;;;;SPECIAL;800-324-5191
460705;W-2 INFORMATION;278620;MS* 1-2944;;;OFFICE;212-851-2944
460706;FAX;277823;;;;FAX;212-8854-9611
460707;FAX;277831;;;;FAX;212-854-9553
460714;X-RAY LABORATORY;273841;MS* 4-7237;1118C SWMD;4701;OFFICE;212-854-7237
460716;FAX;278780;MS* 4-7800;;;FAX;212-854-7800
460727;FAX;460726;;;;FAX;212-854-3434
460730;FAX;460729;;;;FAX;212-854-3434
460731;PAYROLL INFORMATION;278620;MS* 1-2888;;;OFFICE;212-851-2888
460926;FAX;460925;;;;OFFICE;212-854-9093
460928;FAX;460927;MS*4-9801;;;OFFICE;212-854-9801
460983;FAX;460982;;;;FAX;212-854-3434
460985;gradcourses@bankstreet.edu;384557;;;;;
460986;FAX;275051;;;;FAX;212-265-2477
461115;GAE2102@COLUMBIA.EDU;461114;;;;;
461120;koc4@columbia.edu;461119;;;;;
461122;JC834@COLUMBIA.EDU;461121;;;;;
461190;FAX;273743;;;;FAX;212-342-5179
461223;FAX;461218;MS*4-2458;;;FAX;212-854-2458
461224;FAX;461216;MS*4-9801;;;FAX;212-854-9801
461225;FAX;461220;MS*4-3110;;;FAX;212-854-3110
461226;FAX;461222;MS*4-9801;;;FAX;212-854-9801
461228;http://arts.columbia.edu;273670;;;;;
461231;WWW.NURSING.HS.COLUMBIA.EDU;273700;;;;;
461246;Fax;276300;MS*4-8868;;;FAX;212-854-8868
461249;ERIC R KANDEL;461248;;722 W168ST, KOLB ANNEX, RM 664 MAILING: 1051 RVSDR;;OFFICE;212-543-5204
461337;FAX;461336;MS*4-2738;;;FAX;212-854-2738
461370;FAX;461369;MC* 5-3545;;;FAX;212-305-3545
461375;FIRE SAFETY;388457;MS* 4-6670;112 LOW;4301;OFFICE;212-854-6670
461385;CPMCNET.COLUMBIA.EDU/DENTAL;275598;;;;;
461387;FIRE SAFETY ASSISTANT;275624;;;;;
461439;PHONE;276090;MS* 4-3687;;;OFFICE;212-854-3687
469929;FAX;469928;MS* 4-2863;;;FAX;212-854-2863
469930;FAX;275789;MS* 4-2863;;;FAX;212-854-2863
469931;FAX;275775;MS* 4-2863;;;FAX;212-854-2863
472038;FAX;276081;MS* 4-8925;;;FAX;212-854-8925
472039;FAX;276083;;;;FAX;212-854-8925
476186;FAX;476185;;;;FAX;212-854-3434
476188;FAX;476187;MS* 4-3434;;;FAX;212-854-3434
476190;FAX;476189;MS* 4-3434;;;FAX;212-854-3434
476192;FAX;476191;MS* 4-3434;;;FAX;212-854-3434
476195;FAX;476194;MS* 4-3434;;;FAX;212-854-3434
476197;FAX;476196;MS* 4-3434;;;FAX;212-854-3434
476199;FAX;476198;MS* 4-3434;;;FAX;212-854-3434
476201;FAX;476200;MS* 4-3434;;;FAX;212-854-3434
476203;FAX;476202;MS* 4-3434;;;FAX;212-854-3434
476498;www.campustravel.com/university/columbia;278571;;;;;
476847;Fax;278279;MS* 4-5840;;;FAX;212-854-5840
476850;Director of Faculty House;278279;MS* 4-6612;;;OFFICE;212-854-6612
476852;Venue Manager;278279;MS* 4-9062;;;OFFICE;212-854-9062
477301;FAX;477300;MS* 4-3434;;;FAX;212-854-3434
477304;FAX;477303;MS* 4-3434;;;FAX;212-854-3434
477307;FAX;477306;;;;OFFICE;212-864-4847
481860;FAX;390513;;;;FAX;212-663-9398
481991;CALENDAR;274236;MS* 4-3283;402 LOW;4321;OFFICE;212-854-3283
482088;FAX;482087;MC* 5-4835;;;FAX;212-305-4835
482224;EMPLOYMENT;482223;MS* 4-2551;6 MLBK;;OFFICE;212-854-2551
482225;INFORMATION, EMPLOYEE RECORDS;482223;MS*4 2551;6 MLBK;;OFFICE;212-854-2551
483687;Office;277071;MS* 4-2560;;;OFFICE;212-854-2560
483690;www.law.columbia.edu/studentservices;483689;;;;;
483693;FAX;388328;MS* 4-7555;;;FAX;212-854-7555
483953;FAX;277688;MS* 4-7320;;;FAX;212-854-7320
485375;FAX;276160;MS* 4-1854;;;FAX;212-854-1854
485376;FAX;276084;MS* 4-8925;;;FAX;212-854-8925
485377;FAX;276086;;;;FAX;212-854-8925
489349;WEST GALLERY;489348;MS* 4-2877;LOW, 4FL;4331;OFFICE;212-854-2877
489350;FAX;489348;MS* 4-7800;;;FAX;212-854-7800
491624;<FAX;491621;MS* 4-7400;;;FAX;212-854-7400
491716;FAX;491715;MS* 4-3434;;;FAX;212-854-3434
491717;FAX;491714;MS* 4-3434;;;FAX;212-854-4909
491719;www.stlr.org/;491718;;;;;
492260;Fax;279162;TC* 4043;;;FAX;212-678-4043
492799;FAX;279217;TC* 3005;;;FAX;212-678-3005
492803;FAX;279215;TC* 3793;;;FAX;212-678-3793
492853;Fax;279153;;;;FAX;212-678-3358
493893;FAX;493892;;;;FAX;212-854-2699
493895;FAX;493894;;;;FAX;212-305-2035
518591;Vice President;518590;MS* 4-7474;303 EARL;2008;OFFICE;212-854-7474
518592;Business Office;518590;MS* 4-7429;;;OFFICE;212-854-7429
518593;Human Resources;518590;MS* 4-3386;;;OFFICE;212-854-3386
518595;Computing Support Center (CSC);518594;;;;;
518596;Help Desk;518594;MS* 4-1919;;;OFFICE;212-854-1919
518597;Apartment Net;518594;MS* 4-1919;;;OFFICE;212-854-1919
518599;Computing Help Desk;518594;MS* 4-1919;;;OFFICE;212-854-1919
518600;Computer Access for the Disabled;518594;MS* 4-1919;;;OFFICE;212-854-1919
518601;Computer Classes (Mini Courses);518594;MS* 4-1919;;;OFFICE;212-854-1919
518602;Data Center/Computer Operations;518594;MS* 4-2652;;;OFFICE;212-854-2652
518603;Desktop/LAN Support (MALTS);518594;MS* 4-1919;;;OFFICE;212-854-1919
518604;Electronic Classroom Support;518594;MS* 4-1919;;;OFFICE;212-854-1919
518605;Electronic Data Service;518594;MS* 4-6012;215 INTAFF;3301;OFFICE;212-854-6012
518606;Enterprise Applications;518594;MS* 4-4167;;;OFFICE;212-854-4167
518607;Information Security Services;518594;MS* 4-1919;;;OFFICE;212-854-1919
518608;Network Installations;518594;MS* 4-1919;;;OFFICE;212-854-1919
518609;Public Computing/Printing Facilities;518594;MS* 4-1919;;;OFFICE;212-854-1919
518610;Web Production Services;518594;MS* 4-4404;;;OFFICE;212-854-4404
518611;Wireless Installations;518594;MS* 4-1919;;;OFFICE;212-854-1919
518615;Modem Pool (56K);518612;MS* 4-3100;;;MODEM;212-854-3100
518616;Express Modems (25 min. limit);518612;MS* 4-2477;;;MODEM;212-854-2477
518617;Ordering Information;518613;MS* 4-5126;;;OFFICE;212-854-5126
518618;Technical Support;518613;MS* 4-5126;;;OFFICE;212-854-5126
518619;General Information;518614;MS* 4-6251;;;OFFICE;212-854-6251
518620;Order Department;518614;NS* 4-5000;;;OFFICE;212-854-5000
518621;Help desk;518614;MS* 4-1919;;;OFFICE;212-854-1919
518622;Billing;518614;MS* 4-2321;;;OFFICE;212-854-2321
518623;Operator Services/Referral Center;518614;MS* 4-1754;;;OFFICE;212-854-1754
518696;BANKING SERVICES;278659;MS* 4-9698;;;OFFICE;212-854-9698
518697;CREDIT CARDS/LOCKBOXES;278659;MS* 4-9694;;;OFFICE;212-854-9694
518699;FAX;518698;;;;FAX;666-1625
518702;Labor Relations;275958;IC* 2801;;;OFFICE;212-870-2801
518703;Return to Work Program (Short Term Disability);275958;IC* 3464;;;OFFICE;212-870-3464
518704;Unemployment Insurance;275958;IC* 2801;;;OFFICE;212-870-2801
518705;Workers Compensation;275958;IC* 2652;;;OFFICE;212-870-2652
518706;Employee Records (1700 B'way);275981;MS* 1-4094;;;OFFICE;212-851-4094
518707;Employment Verification;275981;;;;OFFICE;800-367-5690
518708;HR Process Center Help Desk;275981;MS*1-2888;;;OFFICE;212-851-2888
518709;Hot-Line;275981;MS* 1-2888;;;OFFICE;212-851-2888
518710;PeopleSoft Training;275981;MS* 1-2890;;;OFFICE;212-851-2890
518711;Human Resources Reporting;275981;MS* 1-2855;;;OFFICE;212-851-2855
519019;Fax;519018;MS* 4-5401;;;FAX;212-854-5401
519683;n/a;519682;;;;;
519684;Archives;519682;MS* 1-5612;;;OFFICE;212-851-5612
519685;Circulation/Reserves;519682;MS* 1-5606;;;OFFICE;212-851-5606
519686;Acting Director;519682;MS* 1-5611;;9601;OFFICE;212-851-5611
519687;Fax;519682;MS* 1-5613;;;FAX;212-851-5613
519688;Conservation/Preservation;519682;MS* 1-5603;;;OFFICE;212-851-5603
519689;n/a;519682;;;;;
519690;Reference;519682;MS* 1-5607;;;OFFICE;212-851-5607
519691;n/a;519682;;;;;
519692;n/a;519682;;;;;
519693;n/a;519682;;;;;
519817;phone;519816;;;;;212-851-1552
520666;FAX;275434;MS* 4-3899;;;FAX;212-854-3899
520668;ASSOCIATE DIRECTOR, MORNINGSIDE CAMPUS OPERATIONS;388457;MS* 4-0468;111 LOW;4301;OFFICE;212-854-0468
521759;David L. Robbins;275560;;;;OFFICE;212-854-5608
522509;1420 PUPIN;274004;MS* 4-7393;;5246;OFFICE;212-854-7393
522511;1327 PUPIN;274004;MS* 4-6865;;5246;OFFICE;212-854-6865
522585;FAX;273894;MS* 4-2127;;;FAX;212-854-2127
522589;FAX;278192;;;;FAX;212-663-9398
522596;FAX;278195;;;;FAX;212-663-9398
522600;FAX;522599;MC* 5-7846;;;FAX;212-305-7846
522603;FAX;522602;;;;FAX;212-851-5256
522609;FAX;522608;MS* 4-0528;;;FAX;212-854-0528
522611;PHONE;522610;MS* 4-9041;;;OFFICE;212-854-9041
522613;8FL CHNDL;274496;MS* 4-4964;;;OFFICE;212-854-4964
522614;FAX;274540;MS* 4-3434;;;FAX;212-854-3434
523309;Go Ask Alice;523308;MS* 4-5453;;;OFFICE;212-854-5453
523310;Stressbusters;523308;MS* 4-8826;;;OFFICE;212-854-8826
523311;100 m.i.l.e. Club;523308;MS* 4-5453;;;OFFICE;212-854-5453
523312;Fax;523308;MS* 4-9473;;;OFFICE;212-854-9473
523313;Appointments;278257;MS* 4-2875;;;OFFICE;212-854-2878
523314;Clinician on-call;278257;MS* 4-9797;;;OFFICE;212-854-9797
523315;Fax;278257;MS* 4-8949;;;FAX;212-854-8949
523316;General Information;278258;MS* 4-2388;;;OFFICE;212-854-2388
523317;TTY;278258;MS* 4-2378;;;OFFICE;212-854-2378
523318;Fax;278258;MS* 4-3448;;;FAX;212-854-3448
523319;disability@columbia.edu;278258;;;;;
523320;Appointments;278244;MS* 4-7426;;;OFFICE;212-854-7426
523321;Clinician on-call;278244;MS* 4-9797;;;OFFICE;212-854-9797
523322;Eating Disorders Team (confidential voice mail);278244;MS* 4-1177;;;OFFICE;212-854-1177
523323;Gay Health Advocacy Project;278244;MS* 4-7970;;;OFFICE;212-854-7970
523324;Nutrition Counseling;278244;MS* 4-9840;;;OFFICE;212-854-9840
523325;Travel Medicine Program;278244;MS* 4-7426;;;OFFICE;212-854-7426
523326;General Information;470493;MS* 4-3500;;;OFFICE;212-854-3500
523327;Men II Men Columbia's Peer Education Program;470493;MS* 4-1236;;;OFFICE;212-854-1236
523328;Peer Advocates (24 hours/7 days);470493;MS* 4-9255;;;OFFICE;212-854-9255
523329;Peer Counselors (7-11pm/7 days);470493;MS* 4-4357;;;OFFICE;212-854-4357
523330;Rape Crisis/ anti-Violence Support Center;470493;MS* 4-4366;;;OFFICE;212-854-4366
523331;Insurance Enrollment and Waiver Information;278262;MS* 4-3276;;;OFFICE;212-854-3286
523332;Immunization Records Office;278262;MS* 4-7210;;;OFFICE;212-854-7210
523333;Chickering Benefit Planning Insurance Agency Inc;278262;;;;OFFICE;800-859--8471
523334;(insurance benefits and claims information);278262;;;;OFFICE;800-859-8471
523335;Columbia University Emergency Medical;278264;MS* 4-5555;;;OFFICE;212-854-5555
523336;Services (CAVA) 99 (on campus);278264;MS* 4-5555;;;OFFICE;212-854-5555
523337;Security              99 (on campus);278264;MS* 4-5555;;;OFFICE;212-854-5555
523338;St Luke's-Roosevelt Hospital Emergency Room;278264;;;;OFFICE;523-3335
523339;St Luke's-Roosevelt Hospital Psychiatry;278264;;;;OFFICE;523-3347
523340;Emergency Room;278264;;;;OFFICE;523-3347
523459;Training and Development;275983;IC* 2708;1220 INTERCHURCH;7709;OFFICE;212-870-2708
523463;FAX;276466;MS* 4-3659;;;FAX;212-854-3659
523465;FAX;276498;MS* 4-9740;;;FAX;212-854-9740
523467;www.columbia.edu/cu/nblj;276568;;;;;
523594;Presort Services;390494;MS* 4-2081;101 SRVBLDG;57001;OFFICE;212-854-2081
523759;www.columbialawreview.org;523758;;;;;
523764;fax;390999;;;;FAX;212-663-9398
523768;PhD;274902;;;;OFFICE;646-775-6063
523866;FAX;523865;MS* 4-7257;;;FAX;212-854-7257
524101;gsas-admit@columbia.edu;273689;;;;;
524104;Fax;273760;MS* 4-9099;;;FAX;212-854-9099
524106;See Admissions Office of appropriate school;274138;;;;;
524110;Fax;524109;;;;FAX;212-939-1377
524293;fAX;275926;MS* 4-7509;;;FAX;212-854-7509
524294;fAX;275925;MS* 4-7398;;;FAX;212-854-7398
524304;fax;524303;MS* 4-6171;;;FAX;212-854-6171
528227;Unemployment Insurance (HR: Employee and Labor Relations);275958;IC* 2801;1220 INTERCHURCH;7710;OFFICE;212-870-2801
528241;FACILITIES;276352;;;;OFFICE;212-365-8843
528244;www.columbialawreview.org;528243;;;;;
528246;fax;528245;MS* 4-4912;;;FAX;212-854-4912
528247;Director of Collection/Science and Engineering Libraries;276668;MS* 4-7401;513 BTLR;1103;OFFICE;212-854-7401
528383;Office;277022;MS* 4-5886;206A MATH;4406;OFFICE;212-854-5886
528384;Office;277029;MS* 4-4909;505 LERNER;2602;OFFICE;212-854-4909
528385;Fax;277029;MS* 4-3434;;;FAX;212-854-3434
528388;www.columbia.edu/cu/mealac;277071;;;;;
528393;Associate Director, Sports Programs;277320;MS* 4-4767;;;OFFICE;212-854-4767
528395;Phone;476258;;;;OFFICE;212-342-4766
528505;Fax;277511;MC* 2-1276;;;FAX;212-342-1276
528830;Phone;274360;MS* 4-1794;;;OFFICE;212-854-1794
529204;fax;529191;;;;FAX;212-678-3003
529211;fax;529209;;;;FAX;212-678-8217
529247;fax;529242;;;;FAX;212-678-8217
529248;Fax;529245;;;;FAX;212-678-8338
529249;Instructional Media Lab;279153;TC* 3559;265 MACY (BOX 130);;OFFICE;212-678-3559
529250;Microcomputer Classroom;279153;TC* 3807;345 MACY (BOX 43);;OFFICE;212-678-3807
529251;Student Computing Support Center;279153;TC* 3304;242 HMANN (BOX 43);;OFFICE;212-678-3304
529252;Workshop Information;279153;TC* 3302;234 HMANN (BOX 23);;OFFICE;212-678-3302
529255;Fax;494713;;;;FAX;212-678-8110
529256;Fax;279185;;;;FAX;212-678-4139
529394;Fax;279487;;;;FAX;212-678-4036
529395;Fax;279488;;;;FAX;212-678-4036
529396;Fax;279486;;;;FAX;212-678-4036
529398;Fax;279504;;;;FAX;212-678-8406
529399;Fax;279507;;;;FAX;212-678-3985
529569;www.sergievsky.org;277714;;;;;
529572;Assistant Director;277757;;;;;
529583;www.columbia.edu/cu/societyoffellows;476182;;;;;
529608;fAX;277819;MS* 4-7509;;;FAX;212-854-7509
529704;Advanced Program in Organizational Development and HR (ODHRM);279700;;218 MAIN (BOX 84);;SPECIAL;800-290-3664
529705;International Center for Cooperation and Conflict Resolution;279700;;232 HMANN (BOX 84);;OFFICE;800-290-3664
529706;Principles and Practices of Organizational Development;279700;;218 MAIN (BOX 84);;SPECIAL;800-290-3664
529707;Program for Nurse Executives;529699;TC* 3421;201 MAIN (BOX 167);;OFFICE;212-6778-3421
529708;Adult Education Guided Intensive Study (AEGIS);529698;TC* 3760;201 MAIN (BOX 50);;OFFICE;212-678-3760
529709;Education Leadership, Program in;529698;TC* 3726;212 MAIN STE B (BOX 67);;OFFICE;212-678-3726
529710;Inquiry in Educational Administrative Practice;529698;TC* 3751;211 MAIN (BOX 525);;OFFICE;212-678-3751
529711;Klingenstein Center for Independent School Education;529698;TC* 3156;204 MAIN (BOX 125);;OFFICE;212-678-3156
529712;Superintendents Work Conference;529698;TC* 3751;211 MAIN (BOX 525);;OFFICE;212-678-3751
529718;Fax;529713;;;;FAX;212-678-3205
529719;Fax;529714;;;;FAX;212-678-3201
529721;Fax;529716;;;;FAX;212-678-3205
529722;Fax;529717;;;;FAX;212-678-3201
529742;Fax;279505;;;;FAX;212-678-4036
529743;Fax;529739;;;;FAX;212-678-3222
529744;Fax;529741;;;;FAX;212-678-4149
530728;fax;529603;TC* 3699;;;FAX;212-678-3699
530729;fax;529618;TC* 8227;;;FAX;212-678-8227
530730;fax;529619;TC* 8227;;;FAX;212-678-8227
530731;fax;529620;TC* 8227;;;FAX;212-678-8227
530732;fax;529623;TC* 8145;;;FAX;212-678-8145
530735;fax;279210;TC* 4171;;;FAX;212-678-4171
530737;fax;530736;TC* 3746;;;FAX;212-678-3746
530738;fax;279212;TC* 3749;;;FAX;212-678-3749
530739;fax;492802;TC* 3117;;;FAX;212-678-3117
530742;Testing Library;530741;TC* 3881;651 THNDK (BOX 91);;OFFICE;212-678-3881
530743;fax;279214;TC* 8417;;;FAX;212-678-8417
530753;fax;530752;TC* 3237;;;FAX;212-678-3237
530808;fax;530748;;;;FAX;212-404-7827
530842;fax;530818;;;;FAX;212-678-8227
530843;fax;530819;;;;FAX;212-678-8227
530844;fax;530823;;;;FAX;212-678-8129
530845;fax;530836;TC*  3739;;;FAX;212-678-3739
530846;fax;530840;TC* 3958;;;FAX;212-678-3958
530847;FAX;530834;TC* 3237;;;FAX;212-678-3237
530862;office 1;530861;TC* 3249;222 MAIN (BOX 6);;OFFICE;212-678-3249
536957;fax;536956;MS* 4-7733;;;FAX;212-854-7733
537424;temporary jobs;274310;;;;;
539309;kermit@columbia.edu;518613;;;;;
539310;www.columbia.edu/kermit;518613;;;;;
539311;www.columbia.edu/acis/networks/modems.html;518612;;;;;
539700;Solid State Microwave and Fiber Optics Lab;275226;MS* 4-2427;1205 SWMD;4712;OFFICE;212-854-2427
539701;Bioelectronics Systems Lab;275203;;10LE3 SCHAPCTRENG;4712;OFFICE;
543016;CONFERENCE HOUSING;389752;MS*  4-2775;118 HRTLY;3003;OFFICE;212-854-2775
543465;PHONE;278075;;;;OFFICE;212-854-3611
551926;admissions-arts@columbia.edu;273670;;;;;
559529;E-mail: fix-ar@columbia.edu;559528;;;;;
673346;Fax;673338;;;;FAX;212-851-7790
673350;Fax;673340;;;;FAX;212-851-7776
691466;Fax;390037;;;;FAX;212-851-7044
691469;fax;691467;MS* 1-7022;;;FAX;212-851-7022
691470;Fax;275981;MS* 1-7022;;;FAX;212-851-7022
691472;Fax;691471;MS* 1-7022;;;FAX;212-851-7022
691474;Jobs at Columbia;691473;MS* 1-7028;;8704;OFFICE;212-851-7028
691475;Fax;691473;MS* 1-7023;;;FAX;212-851-7023
